time,model,area,stage,params,val_MAE,val_RMSE,val_MAPE,best_epoch,epochs_run,train_seconds,n_params,notes
2026-09-21T00:58:38,lstm,5161,3_optim,"{""batch_size"": 64, ""dropout"": 0.0, ""hidden"": 128, ""layers"": 1, ""lr"": 0.003, ""window"": 36}",112.36432658257242,175.89550059443513,7.880925227167944,10,18,10.86,69249,Best epoch 10/18 and worst of the lr 3e-3 runs (112.4): no dropout at a high lr overfits or is unstable.
2026-09-21T00:58:58,lstm,5161,3_optim,"{""batch_size"": 64, ""dropout"": 0.1, ""hidden"": 128, ""layers"": 1, ""lr"": 0.003, ""window"": 36}",101.2297195807563,158.20539849301312,7.487131700852316,24,32,19.08,69249,"Best of stage 3 (RMSE 158.2), selected by lowest val RMSE. Only 0.9 MAE better than lr 1e-3 with the same dropout, so within noise. Later: multi-seed check gave 166.1 +/- 7.5 for this config vs 172.5 +/- 14.4 for lr 1e-3."
2026-09-21T00:59:08,lstm,5161,3_optim,"{""batch_size"": 64, ""dropout"": 0.3, ""hidden"": 128, ""layers"": 1, ""lr"": 0.003, ""window"": 36}",105.11699820979196,162.55516612282577,7.740880708606192,10,18,10.73,69249,"Dropout 0.3 is too strong: 105.1, stopped at epoch 10/18."
2026-09-21T00:59:28,lstm,5161,3_optim,"{""batch_size"": 64, ""dropout"": 0.0, ""hidden"": 128, ""layers"": 1, ""lr"": 0.001, ""window"": 36}",103.6683516453956,161.54439993858125,7.632305608113618,25,33,19.61,69249,"No dropout: 103.7, slightly worse than dropout 0.1 (102.2)."
2026-09-21T00:59:47,lstm,5161,3_optim,"{""batch_size"": 64, ""dropout"": 0.1, ""hidden"": 128, ""layers"": 1, ""lr"": 0.001, ""window"": 36}",102.17468925939656,159.19529568761712,7.576935253251062,24,32,19.18,69249,The stage-2 winner reproduced exactly (102.17); serves as the reference for stage 3.
2026-09-21T01:00:06,lstm,5161,3_optim,"{""batch_size"": 64, ""dropout"": 0.3, ""hidden"": 128, ""layers"": 1, ""lr"": 0.001, ""window"": 36}",107.6588367272031,168.55813797626288,7.771458012258743,24,32,19.06,69249,"107.7: dropout 0.3 hurts at both lr 3e-3 and 1e-3, likely too much regularisation for a small training set (~5.4k windows)."
2026-09-21T01:00:37,lstm,5161,3_optim,"{""batch_size"": 64, ""dropout"": 0.0, ""hidden"": 128, ""layers"": 1, ""lr"": 0.0003, ""window"": 36}",107.7257181337833,168.291605241084,7.811982862777899,44,52,31.0,69249,Slow convergence (best epoch 44/52) and worse result (107.7): lr too low for the epoch budget.
2026-09-21T01:00:56,lstm,5161,3_optim,"{""batch_size"": 64, ""dropout"": 0.1, ""hidden"": 128, ""layers"": 1, ""lr"": 0.0003, ""window"": 36}",112.00055693248808,174.1998568955859,8.14473384311312,24,32,19.12,69249,112.0: low lr did not help.
2026-09-21T01:01:10,lstm,5161,3_optim,"{""batch_size"": 64, ""dropout"": 0.3, ""hidden"": 128, ""layers"": 1, ""lr"": 0.0003, ""window"": 36}",121.67448499904116,186.2493005001162,8.601922943782364,14,22,13.15,69249,Worst LSTM run (121.7): low lr plus heavy dropout most likely underfits.
2026-09-21T01:04:32,tcn,5161,1_window,"{""batch_size"": 64, ""channels"": 32, ""dropout"": 0.1, ""kernel_size"": 3, ""levels"": 5, ""lr"": 0.001, ""window"": 36}",107.36084461422745,169.7242737245741,7.97365926234342,10,18,48.15,28673,"Stage 1 varies only the window; defaults 32 channels, 5 levels, kernel 3, dropout 0.1, lr 1e-3. Worst window (107.4), best epoch 10/18. The receptive field is 125 steps, longer than this window, so part of the network only sees zero padding."
2026-09-21T01:06:26,tcn,5161,1_window,"{""batch_size"": 64, ""channels"": 32, ""dropout"": 0.1, ""kernel_size"": 3, ""levels"": 5, ""lr"": 0.001, ""window"": 72}",103.51676622018152,161.08584604877618,7.647034478499291,28,36,112.89,28673,Best of stage 1 (RMSE 161.1). Fixed at 72.
2026-09-21T01:08:01,tcn,5161,1_window,"{""batch_size"": 64, ""channels"": 32, ""dropout"": 0.1, ""kernel_size"": 3, ""levels"": 5, ""lr"": 0.001, ""window"": 144}",104.14982405248097,162.90172495100262,7.738905018095206,15,23,94.86,28673,"104.2: no better than 72, so a full day of history adds nothing here."
2026-09-21T01:10:25,tcn,5161,1_window,"{""batch_size"": 64, ""channels"": 32, ""dropout"": 0.1, ""kernel_size"": 3, ""levels"": 5, ""lr"": 0.001, ""window"": 288}",103.85380743742992,162.17979114688816,7.728544722209128,17,25,144.03,28673,"103.9, within 0.4 MAE of window 72 but the slowest run (144 s). Windows 72-288 are indistinguishable, so I kept the cheapest."
2026-09-21T01:11:12,tcn,5161,2_capacity,"{""batch_size"": 64, ""channels"": 16, ""dropout"": 0.1, ""kernel_size"": 3, ""levels"": 4, ""lr"": 0.001, ""window"": 72}",118.44023758797736,183.4426461603784,8.257868403674392,17,25,46.53,5857,"Too small (5,857 parameters): 118.4, worst of the grid."
2026-09-21T01:12:18,tcn,5161,2_capacity,"{""batch_size"": 64, ""channels"": 16, ""dropout"": 0.1, ""kernel_size"": 3, ""levels"": 5, ""lr"": 0.001, ""window"": 72}",116.82303459059554,179.40415607536738,8.189902018680684,20,28,66.11,7425,116.8: still under-capacity.
2026-09-21T01:13:53,tcn,5161,2_capacity,"{""batch_size"": 64, ""channels"": 16, ""dropout"": 0.1, ""kernel_size"": 3, ""levels"": 6, ""lr"": 0.001, ""window"": 72}",109.0594722683728,168.76173909253066,8.010564219393746,26,34,94.27,8993,"109.1: with 16 channels more depth helped, but still behind 32 channels."
2026-09-21T01:14:50,tcn,5161,2_capacity,"{""batch_size"": 64, ""channels"": 32, ""dropout"": 0.1, ""kernel_size"": 3, ""levels"": 4, ""lr"": 0.001, ""window"": 72}",104.32429431761608,163.27467493578968,7.607109868155794,15,23,57.57,22465,"104.3, close to the 5-level result."
2026-09-21T01:16:43,tcn,5161,2_capacity,"{""batch_size"": 64, ""channels"": 32, ""dropout"": 0.1, ""kernel_size"": 3, ""levels"": 5, ""lr"": 0.001, ""window"": 72}",103.51676622018152,161.08584604877618,7.647034478499291,28,36,112.74,28673,Stage-1 winner reproduced exactly (103.52).
2026-09-21T01:17:29,tcn,5161,2_capacity,"{""batch_size"": 64, ""channels"": 32, ""dropout"": 0.1, ""kernel_size"": 3, ""levels"": 6, ""lr"": 0.001, ""window"": 72}",108.5115809867306,168.92493758532387,8.000220679080828,4,12,44.95,34881,"108.5, best epoch only 4/12. Hypothesis: with 6 levels the receptive field (253) far exceeds the 72-step window and training becomes unstable. Untested."
2026-09-21T01:18:16,tcn,5161,2_capacity,"{""batch_size"": 64, ""channels"": 64, ""dropout"": 0.1, ""kernel_size"": 3, ""levels"": 4, ""lr"": 0.001, ""window"": 72}",109.22402615249696,170.90934400254034,7.735764699582955,4,12,47.07,87937,"109.2, best epoch 4/12: early stop after 4 epochs, another sign of unstable training."
2026-09-21T01:20:23,tcn,5161,2_capacity,"{""batch_size"": 64, ""channels"": 64, ""dropout"": 0.1, ""kernel_size"": 3, ""levels"": 5, ""lr"": 0.001, ""window"": 72}",100.7843574922324,157.58919226661936,7.728007294711261,18,26,126.77,112641,"Best of stage 2 (MAE 100.8, RMSE 157.6). Largest network that trained stably. Fixed for stage 3."
2026-09-21T01:21:34,tcn,5161,2_capacity,"{""batch_size"": 64, ""channels"": 64, ""dropout"": 0.1, ""kernel_size"": 3, ""levels"": 6, ""lr"": 0.001, ""window"": 72}",111.95190007067208,179.34592412267148,7.829053082695888,4,12,70.58,137345,"112.0, best epoch 4/12 again. 6 levels stopped after 4 epochs at both 32 and 64 channels, so the depth is the likely problem."
2026-09-21T01:22:46,tcn,5161,3_optim,"{""batch_size"": 64, ""channels"": 64, ""dropout"": 0.0, ""kernel_size"": 3, ""levels"": 5, ""lr"": 0.003, ""window"": 72}",100.07314542374152,157.31132047933298,7.486168423865984,8,16,70.99,112641,"Best of stage 3 (100.07/157.31), best epoch 8/16, so it converges fast and then plateaus. Selected. Only 0.7 MAE better than the lr 1e-3 / dropout 0.1 config. Later: multi-seed check gave 152.1 +/- 6.1 vs 156.0 +/- 6.0, a gap below one standard deviation."
2026-09-21T01:25:33,tcn,5161,3_optim,"{""batch_size"": 64, ""channels"": 64, ""dropout"": 0.1, ""kernel_size"": 3, ""levels"": 5, ""lr"": 0.003, ""window"": 72}",105.2833509697477,164.68903326056324,7.762918019938901,26,34,166.28,112641,105.3: dropout 0.1 hurt at this lr.
2026-09-21T01:27:27,tcn,5161,3_optim,"{""batch_size"": 64, ""channels"": 64, ""dropout"": 0.3, ""kernel_size"": 3, ""levels"": 5, ""lr"": 0.003, ""window"": 72}",111.56861951566884,174.29849411982158,7.824983176134694,15,23,113.76,112641,111.6: too much dropout.
2026-09-21T01:29:01,tcn,5161,3_optim,"{""batch_size"": 64, ""channels"": 64, ""dropout"": 0.0, ""kernel_size"": 3, ""levels"": 5, ""lr"": 0.001, ""window"": 72}",109.27454503768097,171.34640355773024,7.648745950115322,13,21,93.64,112641,109.3: no dropout worse than 0.1 at lr 1e-3.
2026-09-21T01:31:09,tcn,5161,3_optim,"{""batch_size"": 64, ""channels"": 64, ""dropout"": 0.1, ""kernel_size"": 3, ""levels"": 5, ""lr"": 0.001, ""window"": 72}",100.7843574922324,157.58919226661936,7.728007294711261,18,26,127.2,112641,Stage-2 winner reproduced exactly (100.78).
2026-09-21T01:33:26,tcn,5161,3_optim,"{""batch_size"": 64, ""channels"": 64, ""dropout"": 0.3, ""kernel_size"": 3, ""levels"": 5, ""lr"": 0.001, ""window"": 72}",113.94532606647412,176.8272824438152,8.207437509396627,20,28,136.56,112641,113.9: dropout 0.3 hurts again.
2026-09-21T01:34:59,tcn,5161,3_optim,"{""batch_size"": 64, ""channels"": 64, ""dropout"": 0.0, ""kernel_size"": 3, ""levels"": 5, ""lr"": 0.0003, ""window"": 72}",114.21237030190466,179.68944558092434,7.83139135034691,13,21,93.29,112641,114.2: lr too low.
2026-09-21T01:37:17,tcn,5161,3_optim,"{""batch_size"": 64, ""channels"": 64, ""dropout"": 0.1, ""kernel_size"": 3, ""levels"": 5, ""lr"": 0.0003, ""window"": 72}",110.8060045730316,171.93016421724357,7.990352174600028,20,28,136.98,112641,110.8: still worse than lr 1e-3 and 3e-3.
2026-09-21T01:39:53,tcn,5161,3_optim,"{""batch_size"": 64, ""channels"": 64, ""dropout"": 0.3, ""kernel_size"": 3, ""levels"": 5, ""lr"": 0.0003, ""window"": 72}",129.6815955690318,202.4422081630899,8.817750630817489,24,32,155.98,112641,Worst TCN run (129.7): low lr plus heavy dropout probably underfits.
2026-09-21T01:40:50,transformer,5161,1_window,"{""batch_size"": 64, ""d_model"": 64, ""dim_ff"": 128, ""dropout"": 0.1, ""layers"": 2, ""lr"": 0.001, ""n_heads"": 4, ""window"": 36}",101.47271320714644,157.11165807780088,7.532596684497851,38,46,43.99,67521,"Stage 1 varies only the window; defaults d_model 64, 2 layers, 4 heads, dropout 0.1, lr 1e-3. Best (RMSE 157.1), best epoch 38/46. Fixed at 36."
2026-09-21T01:41:31,transformer,5161,1_window,"{""batch_size"": 64, ""d_model"": 64, ""dim_ff"": 128, ""dropout"": 0.1, ""layers"": 2, ""lr"": 0.001, ""n_heads"": 4, ""window"": 72}",111.13289788496556,175.24141403208026,7.861252230673514,16,24,41.56,67521,"Worse by ~10 MAE (111.1), best epoch 16/24."
2026-09-21T01:42:47,transformer,5161,1_window,"{""batch_size"": 64, ""d_model"": 64, ""dim_ff"": 128, ""dropout"": 0.1, ""layers"": 2, ""lr"": 0.001, ""n_heads"": 4, ""window"": 144}",106.10861077207927,166.05300751606828,7.824442529886539,9,17,75.62,67521,106.1 and the slowest run (76 s): attention cost grows with the window and there is no gain.
2026-09-21T01:42:59,transformer,5161,2_capacity,"{""batch_size"": 64, ""d_model"": 32, ""dim_ff"": 128, ""dropout"": 0.1, ""layers"": 1, ""lr"": 0.001, ""n_heads"": 4, ""window"": 36}",108.99978107089726,169.1409551551545,7.910419246331106,21,29,12.42,12993,109.0: d_model 32 is weaker than 64.
2026-09-21T01:43:19,transformer,5161,2_capacity,"{""batch_size"": 64, ""d_model"": 32, ""dim_ff"": 128, ""dropout"": 0.1, ""layers"": 2, ""lr"": 0.001, ""n_heads"": 4, ""window"": 36}",114.4984654914766,178.80817984623616,8.114005616420823,15,23,19.78,25697,114.5: no clear trend with depth at d_model 32.
2026-09-21T01:43:36,transformer,5161,2_capacity,"{""batch_size"": 64, ""d_model"": 32, ""dim_ff"": 128, ""dropout"": 0.1, ""layers"": 3, ""lr"": 0.001, ""n_heads"": 4, ""window"": 36}",111.89148655354722,172.12999598547225,8.724623102995627,5,13,16.83,38401,"111.9, best epoch 5/13: early stop."
2026-09-21T01:44:01,transformer,5161,2_capacity,"{""batch_size"": 64, ""d_model"": 64, ""dim_ff"": 128, ""dropout"": 0.1, ""layers"": 1, ""lr"": 0.001, ""n_heads"": 4, ""window"": 36}",97.74148314549996,151.19228001711983,7.568115247886831,42,50,25.16,34049,"Best of stage 2 and the best single-seed run of all models (97.74/151.19), best epoch 42/50. Only 34,049 parameters, the smallest model in the study, so a shallow network was enough. Fixed for stage 3."
2026-09-21T01:44:42,transformer,5161,2_capacity,"{""batch_size"": 64, ""d_model"": 64, ""dim_ff"": 128, ""dropout"": 0.1, ""layers"": 2, ""lr"": 0.001, ""n_heads"": 4, ""window"": 36}",101.47271320714644,157.11165807780088,7.532596684497851,38,46,40.84,67521,Stage-1 winner reproduced exactly (101.47).
2026-09-21T01:45:08,transformer,5161,2_capacity,"{""batch_size"": 64, ""d_model"": 64, ""dim_ff"": 128, ""dropout"": 0.1, ""layers"": 3, ""lr"": 0.001, ""n_heads"": 4, ""window"": 36}",108.09217518332883,165.82521238911878,7.818204761062816,10,18,25.24,100993,"108.1, best epoch 10/18: deeper was worse and stopped early."
2026-09-21T01:45:13,transformer,5161,3_optim,"{""batch_size"": 64, ""d_model"": 64, ""dim_ff"": 128, ""dropout"": 0.0, ""layers"": 1, ""lr"": 0.001, ""n_heads"": 4, ""window"": 36}",105.24538388987746,164.76076571752773,7.615304551303809,15,23,5.26,34049,"105.2, best epoch 15/23: without dropout the model overfits early."
2026-09-21T01:45:38,transformer,5161,3_optim,"{""batch_size"": 64, ""d_model"": 64, ""dim_ff"": 128, ""dropout"": 0.1, ""layers"": 1, ""lr"": 0.001, ""n_heads"": 4, ""window"": 36}",97.74148314549996,151.19228001711983,7.568115247886831,42,50,25.03,34049,"Stage-2 winner reproduced (97.74/151.19), kept. Later: this single-seed result was optimistic. The 3-seed mean was 157.2 +/- 7.7, which changed the ranking against TCN."
2026-09-21T01:45:47,transformer,5161,3_optim,"{""batch_size"": 64, ""d_model"": 64, ""dim_ff"": 128, ""dropout"": 0.3, ""layers"": 1, ""lr"": 0.001, ""n_heads"": 4, ""window"": 36}",108.2270641403556,164.85901379745803,8.149707364368144,10,18,9.02,34049,108.2: dropout 0.3 too strong.
2026-09-21T01:45:52,transformer,5161,3_optim,"{""batch_size"": 64, ""d_model"": 64, ""dim_ff"": 128, ""dropout"": 0.0, ""layers"": 1, ""lr"": 0.0003, ""n_heads"": 4, ""window"": 36}",108.48506973813744,169.46636359897306,7.871029204701835,15,23,5.16,34049,108.5: no dropout with a low lr.
2026-09-21T01:46:01,transformer,5161,3_optim,"{""batch_size"": 64, ""d_model"": 64, ""dim_ff"": 128, ""dropout"": 0.1, ""layers"": 1, ""lr"": 0.0003, ""n_heads"": 4, ""window"": 36}",103.22269744125404,158.51424530196348,7.96841922495663,10,18,9.13,34049,103.2: lower lr was not better than 1e-3.
2026-09-21T01:46:18,transformer,5161,3_optim,"{""batch_size"": 64, ""d_model"": 64, ""dim_ff"": 128, ""dropout"": 0.3, ""layers"": 1, ""lr"": 0.0003, ""n_heads"": 4, ""window"": 36}",105.1299961332282,159.9881391679953,8.179849298239107,25,33,17.05,34049,105.1: no improvement. Stopped tuning here.
